act,scene,speaker,sentence,pronoun,resolved_to,gender_group,window_size_used
2,3,MACDUFF,"Was it so late, friend, ere you went to bed, That you do lie so late?",it,MACDUFF,neutral,7
2,3,PORTER,"Lechery, sir, it provokes and unprovokes; it provokes the desire, but it takes away the performance.",it,PORTER,neutral,7
2,3,PORTER,"Lechery, sir, it provokes and unprovokes; it provokes the desire, but it takes away the performance.",it,PORTER,neutral,7
2,3,PORTER,"Lechery, sir, it provokes and unprovokes; it provokes the desire, but it takes away the performance.",it,PORTER,neutral,7
2,3,PORTER,"Therefore much drink may be said to be an equivocator with lechery: it makes him, and it mars him; it sets him on, and i",it,PORTER,neutral,7
2,3,PORTER,"Therefore much drink may be said to be an equivocator with lechery: it makes him, and it mars him; it sets him on, and i",him,MACDUFF,male,7
2,3,PORTER,"Therefore much drink may be said to be an equivocator with lechery: it makes him, and it mars him; it sets him on, and i",it,PORTER,neutral,7
2,3,PORTER,"Therefore much drink may be said to be an equivocator with lechery: it makes him, and it mars him; it sets him on, and i",him,MACDUFF,male,7
2,3,PORTER,"Therefore much drink may be said to be an equivocator with lechery: it makes him, and it mars him; it sets him on, and i",it,PORTER,neutral,7
2,3,PORTER,"Therefore much drink may be said to be an equivocator with lechery: it makes him, and it mars him; it sets him on, and i",him,MACDUFF,male,7
2,3,PORTER,"Therefore much drink may be said to be an equivocator with lechery: it makes him, and it mars him; it sets him on, and i",it,PORTER,neutral,7
2,3,PORTER,"Therefore much drink may be said to be an equivocator with lechery: it makes him, and it mars him; it sets him on, and i",him,MACDUFF,male,7
2,3,PORTER,"Therefore much drink may be said to be an equivocator with lechery: it makes him, and it mars him; it sets him on, and i",it,PORTER,neutral,7
2,3,PORTER,"Therefore much drink may be said to be an equivocator with lechery: it makes him, and it mars him; it sets him on, and i",him,MACDUFF,male,7
2,3,PORTER,"Therefore much drink may be said to be an equivocator with lechery: it makes him, and it mars him; it sets him on, and i",him,MACDUFF,male,7
2,3,PORTER,"Therefore much drink may be said to be an equivocator with lechery: it makes him, and it mars him; it sets him on, and i",him,MACDUFF,male,7
2,3,PORTER,"Therefore much drink may be said to be an equivocator with lechery: it makes him, and it mars him; it sets him on, and i",him,MACDUFF,male,7
2,3,PORTER,"Therefore much drink may be said to be an equivocator with lechery: it makes him, and it mars him; it sets him on, and i",him,MACDUFF,male,7
2,3,PORTER,"Therefore much drink may be said to be an equivocator with lechery: it makes him, and it mars him; it sets him on, and i",him,MACDUFF,male,7
2,3,PORTER,"That it did, sir, i' the very throat on me; but I requited him for his lie; and (I think) being too strong for him, thou",it,PORTER,neutral,7
2,3,PORTER,"That it did, sir, i' the very throat on me; but I requited him for his lie; and (I think) being too strong for him, thou",him,MACDUFF,male,7
2,3,PORTER,"That it did, sir, i' the very throat on me; but I requited him for his lie; and (I think) being too strong for him, thou",his,MACDUFF,male,7
2,3,PORTER,"That it did, sir, i' the very throat on me; but I requited him for his lie; and (I think) being too strong for him, thou",him,MACDUFF,male,7
2,3,PORTER,"That it did, sir, i' the very throat on me; but I requited him for his lie; and (I think) being too strong for him, thou",he,MACDUFF,male,7
2,3,PORTER,"That it did, sir, i' the very throat on me; but I requited him for his lie; and (I think) being too strong for him, thou",him,MACDUFF,male,7
2,3,MACDUFF,Our knocking has awak'd him; here he comes.,him,MACDUFF,male,7
2,3,MACDUFF,Our knocking has awak'd him; here he comes.,he,MACDUFF,male,7
2,3,MACDUFF,He did command me to call timely on him.,He,MACDUFF,male,7
2,3,MACDUFF,He did command me to call timely on him.,him,MACDUFF,male,7
2,3,MACBETH,I'll bring you to him.,him,MACBETH,male,7
2,3,MACBETH,He does.,He,MACBETH,male,7
2,3,MACBETH,He did appoint so.,He,MACBETH,male,7
2,3,LENNOX,"The night has been unruly: where we lay, Our chimneys were blown down and, as they say, Lamentings heard i' th' air, str",they,Lamentings,neutral,7
2,3,LENNOX,My young remembrance cannot parallel A fellow to it.,it,LENNOX,neutral,7
2,3,MACDUFF,Confusion now hath made his masterpiece!,his,MACDUFF,male,7
2,3,LENNOX,Mean you his majesty?,his,LENNOX,male,7
2,3,MACDUFF,"O gentle lady, 'Tis not for you to hear what I can speak: The repetition, in a woman's ear, Would murder as it fell.",it,MACDUFF,neutral,7
2,3,BANQUO,"Dear Duff, I pr'ythee, contradict thyself, And say it is not so.",it,Duff,neutral,7
2,3,MACBETH,"The spring, the head, the fountain of your blood Is stopp'd; the very source of it is stopp'd.",it,MACBETH,neutral,7
2,3,LENNOX,"Those of his chamber, as it seem'd, had done't: Their hands and faces were all badg'd with blood; So were their daggers,",his,LENNOX,male,7
2,3,LENNOX,"Those of his chamber, as it seem'd, had done't: Their hands and faces were all badg'd with blood; So were their daggers,",it,LENNOX,neutral,7
2,3,LENNOX,"Those of his chamber, as it seem'd, had done't: Their hands and faces were all badg'd with blood; So were their daggers,",Their,LENNOX,neutral,7
2,3,LENNOX,"Those of his chamber, as it seem'd, had done't: Their hands and faces were all badg'd with blood; So were their daggers,",their,LENNOX,neutral,7
2,3,LENNOX,"Those of his chamber, as it seem'd, had done't: Their hands and faces were all badg'd with blood; So were their daggers,",their,LENNOX,neutral,7
2,3,LENNOX,"They star'd, and were distracted; No man's life was to be trusted with them.",They,LENNOX,neutral,7
2,3,LENNOX,"They star'd, and were distracted; No man's life was to be trusted with them.",them,LENNOX,neutral,7
2,3,MACBETH,"O, yet I do repent me of my fury, That I did kill them.",them,MACBETH,neutral,7
2,3,MACBETH,"Here lay Duncan, His silver skin lac'd with his golden blood; And his gash'd stabs look'd like a breach in nature For ru",His,Duncan,male,7
2,3,MACBETH,"Here lay Duncan, His silver skin lac'd with his golden blood; And his gash'd stabs look'd like a breach in nature For ru",his,Duncan,male,7
2,3,MACBETH,"Here lay Duncan, His silver skin lac'd with his golden blood; And his gash'd stabs look'd like a breach in nature For ru",his,Duncan,male,7
2,3,MACBETH,"Here lay Duncan, His silver skin lac'd with his golden blood; And his gash'd stabs look'd like a breach in nature For ru",their,Duncan,neutral,7
2,3,MACBETH,"Here lay Duncan, His silver skin lac'd with his golden blood; And his gash'd stabs look'd like a breach in nature For ru",their,Duncan,neutral,7
2,3,BANQUO,"And when we have our naked frailties hid, That suffer in exposure, let us meet, And question this most bloody piece of w",it,BANQUO,neutral,7
2,3,MALCOLM,Let's not consort with them: To show an unfelt sorrow is an office Which the false man does easy.,them,MALCOLM,neutral,7
2,4,ROSS,"Ha, good father, Thou seest the heavens, as troubled with man's act, Threatens his bloody stage: by the clock 'tis day, ",his,ROSS,male,2
2,4,ROSS,"Is't night's predominance, or the day's shame, That darkness does the face of earth entomb, When living light should kis",it,ROSS,neutral,3
2,4,OLD MAN,"On Tuesday last, A falcon, towering in her pride of place, Was by a mousing owl hawk'd",her,OLD MAN,unknown,5
2,4,ROSS,"Beauteous and swift, the minions of their race, Turn'd wild in nature, broke their stalls, flung out, Contending 'gainst",their,ROSS,neutral,7
2,4,ROSS,"Beauteous and swift, the minions of their race, Turn'd wild in nature, broke their stalls, flung out, Contending 'gainst",their,ROSS,neutral,7
2,4,ROSS,"Beauteous and swift, the minions of their race, Turn'd wild in nature, broke their stalls, flung out, Contending 'gainst",they,ROSS,neutral,7
2,4,OLD MAN,'Tis said they eat each other.,they,OLD MAN,neutral,7
2,4,ROSS,"They did so; to the amazement of mine eyes, That look'd upon't.",They,ROSS,neutral,7
2,4,ROSS,What good could they pretend?,they,ROSS,neutral,7
2,4,MACDUFF,They were suborn'd.,They,MACDUFF,neutral,7
2,4,MACDUFF,"Malcolm and Donalbain, the King's two sons, Are stol'n away and fled; which puts upon them Suspicion of the deed.",them,Donalbain,neutral,7
2,4,MACDUFF,He is already nam'd; and gone to Scone To be invested.,He,MACDUFF,male,7
2,4,MACDUFF,"Carried to Colmekill, The sacred storehouse of his predecessors, And guardian of their bones.",his,MACDUFF,male,7
2,4,MACDUFF,"Carried to Colmekill, The sacred storehouse of his predecessors, And guardian of their bones.",their,MACDUFF,neutral,7
3,1,BANQUO,"Thou hast it now, King, Cawdor, Glamis, all, As the Weird Women promis'd; and, I fear, Thou play'dst most foully for't; ",it,BANQUO,neutral,1
3,1,BANQUO,"Thou hast it now, King, Cawdor, Glamis, all, As the Weird Women promis'd; and, I fear, Thou play'dst most foully for't; ",it,BANQUO,neutral,1
3,1,BANQUO,"Thou hast it now, King, Cawdor, Glamis, all, As the Weird Women promis'd; and, I fear, Thou play'dst most foully for't; ",It,BANQUO,neutral,1
3,1,BANQUO,"If there come truth from them (As upon thee, Macbeth, their speeches shine)",them,Macbeth,neutral,3
3,1,BANQUO,"If there come truth from them (As upon thee, Macbeth, their speeches shine)",their,Macbeth,neutral,3
3,1,BANQUO,"Why, by the verities on thee made good, May they not be my oracles as well, And set me up in hope?",they,BANQUO,neutral,4
3,1,LADY MACBETH,"If he had been forgotten, It had been as a gap in our great feast, And all-thing unbecoming.",he,LADY MACBETH,male,7
3,1,LADY MACBETH,"If he had been forgotten, It had been as a gap in our great feast, And all-thing unbecoming.",It,LADY MACBETH,neutral,7
3,1,MACBETH,"In England and in Ireland; not confessing Their cruel parricide, filling their hearers With strange invention.",Their,MACBETH,neutral,7
3,1,MACBETH,"In England and in Ireland; not confessing Their cruel parricide, filling their hearers With strange invention.",their,MACBETH,neutral,7
3,1,MACBETH,I wish your horses swift and sure of foot; And so I do commend you to their backs.,their,MACBETH,neutral,7
3,1,MACBETH,"Let every man be master of his time Till seven at night; to make society The sweeter welcome, we will keep ourself Till ",his,MACBETH,male,7
3,1,SERVANT,"They are, my lord, without the palace gate.",They,SERVANT,neutral,7
3,1,MACBETH,Bring them before us.,them,MACBETH,neutral,7
3,1,MACBETH,"Our fears in Banquo Stick deep, and in his royalty of nature Reigns that which would be fear'd: 'tis much he dares; And,",his,Banquo,male,7
3,1,MACBETH,"Our fears in Banquo Stick deep, and in his royalty of nature Reigns that which would be fear'd: 'tis much he dares; And,",he,Banquo,male,7
3,1,MACBETH,"Our fears in Banquo Stick deep, and in his royalty of nature Reigns that which would be fear'd: 'tis much he dares; And,",his,Banquo,male,7
3,1,MACBETH,"Our fears in Banquo Stick deep, and in his royalty of nature Reigns that which would be fear'd: 'tis much he dares; And,",He,Banquo,male,7
3,1,MACBETH,"Our fears in Banquo Stick deep, and in his royalty of nature Reigns that which would be fear'd: 'tis much he dares; And,",his,Banquo,male,7
3,1,MACBETH,"but he Whose being I do fear: and under him My genius is rebuk'd; as, it is said, Mark Antony's was by Caesar.",he,MACBETH,male,7
3,1,MACBETH,"but he Whose being I do fear: and under him My genius is rebuk'd; as, it is said, Mark Antony's was by Caesar.",him,MACBETH,male,7
3,1,MACBETH,"but he Whose being I do fear: and under him My genius is rebuk'd; as, it is said, Mark Antony's was by Caesar.",it,MACBETH,neutral,7
3,1,MACBETH,"He chid the sisters When first they put the name of king upon me, And bade them speak to him; then, prophet-like, They h",He,MACBETH,male,7
3,1,MACBETH,"He chid the sisters When first they put the name of king upon me, And bade them speak to him; then, prophet-like, They h",they,MACBETH,neutral,7
3,1,MACBETH,"He chid the sisters When first they put the name of king upon me, And bade them speak to him; then, prophet-like, They h",them,MACBETH,neutral,7
3,1,MACBETH,"He chid the sisters When first they put the name of king upon me, And bade them speak to him; then, prophet-like, They h",him,MACBETH,male,7
3,1,MACBETH,"He chid the sisters When first they put the name of king upon me, And bade them speak to him; then, prophet-like, They h",They,MACBETH,neutral,7
3,1,MACBETH,"He chid the sisters When first they put the name of king upon me, And bade them speak to him; then, prophet-like, They h",him,MACBETH,male,7
3,1,MACBETH,"He chid the sisters When first they put the name of king upon me, And bade them speak to him; then, prophet-like, They h",they,MACBETH,neutral,7
3,1,MACBETH,"If't be so, For Banquo's issue have I fil'd my mind; For them the gracious Duncan have I murder'd; Put rancours in the v",them,Duncan,neutral,7
3,1,MACBETH,"If't be so, For Banquo's issue have I fil'd my mind; For them the gracious Duncan have I murder'd; Put rancours in the v",them,Duncan,neutral,7
3,1,MACBETH,"Given to the common enemy of man, To make them kings, the seed of Banquo kings!",them,Banquo,neutral,7
3,1,MACBETH,Was it not yesterday we spoke together?,it,MACBETH,neutral,7
3,1,FIRST MURDERER,"It was, so please your Highness.",It,FIRST MURDERER,neutral,7
3,1,MACBETH,"Know That it was he, in the times past, which held you So under fortune, which you thought had been Our innocent self?",it,MACBETH,neutral,7
3,1,MACBETH,"Know That it was he, in the times past, which held you So under fortune, which you thought had been Our innocent self?",he,MACBETH,male,7
3,1,MACBETH,"This I made good to you In our last conference, pass'd in probation with you How you were borne in hand, how cross'd, th",them,Banquo,neutral,7
3,1,FIRST MURDERER,You made it known to us.,it,FIRST MURDERER,neutral,7
3,1,MACBETH,"Are you so gospell'd, To pray for this good man and for his issue, Whose heavy hand hath bow'd you to the grave, And beg",his,MACBETH,male,7
3,1,MACBETH,"Ay, in the catalogue ye go for men; As hounds, and greyhounds, mongrels, spaniels, curs, Shoughs, water-rugs, and demi-w",him,MACBETH,male,7
3,1,MACBETH,"Ay, in the catalogue ye go for men; As hounds, and greyhounds, mongrels, spaniels, curs, Shoughs, water-rugs, and demi-w",he,MACBETH,male,7
3,1,MACBETH,"Ay, in the catalogue ye go for men; As hounds, and greyhounds, mongrels, spaniels, curs, Shoughs, water-rugs, and demi-w",them,Shoughs,neutral,7
3,1,MACBETH,"Now, if you have a station in the file, Not i' th' worst rank of manhood, say't; And I will put that business in your bo",his,MACBETH,male,7
3,1,MACBETH,"Now, if you have a station in the file, Not i' th' worst rank of manhood, say't; And I will put that business in your bo",his,MACBETH,male,7
3,1,FIRST MURDERER,"And I another, So weary with disasters, tugg'd with fortune, That I would set my life on any chance, To mend it or be ri",it,FIRST MURDERER,neutral,7
3,1,MACBETH,"So is he mine; and in such bloody distance, That every minute of his being thrusts Against my near'st of life; and thoug",he,MACBETH,male,7
3,1,MACBETH,"So is he mine; and in such bloody distance, That every minute of his being thrusts Against my near'st of life; and thoug",his,MACBETH,male,7
3,1,MACBETH,"So is he mine; and in such bloody distance, That every minute of his being thrusts Against my near'st of life; and thoug",him,MACBETH,male,7
3,1,MACBETH,"So is he mine; and in such bloody distance, That every minute of his being thrusts Against my near'st of life; and thoug",it,MACBETH,neutral,7
3,1,MACBETH,"So is he mine; and in such bloody distance, That every minute of his being thrusts Against my near'st of life; and thoug",his,MACBETH,male,7
3,1,MACBETH,"So is he mine; and in such bloody distance, That every minute of his being thrusts Against my near'st of life; and thoug",his,MACBETH,male,7
3,1,MACBETH,"So is he mine; and in such bloody distance, That every minute of his being thrusts Against my near'st of life; and thoug",it,MACBETH,neutral,7
3,1,MACBETH,And with him (To leave no rubs nor botches in the work),him,MACBETH,male,7
3,1,MACBETH,"Fleance his son, that keeps him company, Whose absence is no less material to me Than is his father's, must embrace the ",his,Fleance,male,7
3,1,MACBETH,"Fleance his son, that keeps him company, Whose absence is no less material to me Than is his father's, must embrace the ",him,Fleance,male,7
3,1,MACBETH,"Fleance his son, that keeps him company, Whose absence is no less material to me Than is his father's, must embrace the ",his,Fleance,male,7
3,1,MACBETH,It is concluded.,It,MACBETH,neutral,7
3,1,MACBETH,"Banquo, thy soul's flight, If it find heaven, must find it out tonight.",it,Banquo,neutral,7
3,1,MACBETH,"Banquo, thy soul's flight, If it find heaven, must find it out tonight.",it,Banquo,neutral,7
3,2,LADY MACBETH,"Say to the King, I would attend his leisure For a few words.",his,LADY MACBETH,male,4
3,2,LADY MACBETH,"How now, my lord, why do you keep alone, Of sorriest fancies your companions making, Using those thoughts which should i",them,LADY MACBETH,neutral,7
3,2,LADY MACBETH,"How now, my lord, why do you keep alone, Of sorriest fancies your companions making, Using those thoughts which should i",they,LADY MACBETH,neutral,7
3,2,MACBETH,"We have scorch'd the snake, not kill'd it.",it,MACBETH,neutral,7
3,2,MACBETH,"She'll close, and be herself; whilst our poor malice Remains in danger of her former tooth.",She,Remains,unknown,7
3,2,MACBETH,"She'll close, and be herself; whilst our poor malice Remains in danger of her former tooth.",herself,Remains,unknown,7
3,2,MACBETH,"She'll close, and be herself; whilst our poor malice Remains in danger of her former tooth.",her,Remains,unknown,7
3,2,MACBETH,"Duncan is in his grave; After life's fitful fever he sleeps well; Treason has done his worst: nor steel, nor poison, Mal",his,Duncan,male,7
3,2,MACBETH,"Duncan is in his grave; After life's fitful fever he sleeps well; Treason has done his worst: nor steel, nor poison, Mal",he,Duncan,male,7
3,2,MACBETH,"Duncan is in his grave; After life's fitful fever he sleeps well; Treason has done his worst: nor steel, nor poison, Mal",his,Duncan,male,7
3,2,MACBETH,"Duncan is in his grave; After life's fitful fever he sleeps well; Treason has done his worst: nor steel, nor poison, Mal",him,Duncan,male,7
3,2,MACBETH,"Let your remembrance apply to Banquo; Present him eminence, both with eye and tongue: Unsafe the while, that we Must lav",him,Banquo,male,7
3,2,MACBETH,"Let your remembrance apply to Banquo; Present him eminence, both with eye and tongue: Unsafe the while, that we Must lav",they,Banquo,neutral,7
3,2,MACBETH,"Thou know'st that Banquo, and his Fleance, lives.",his,Fleance,male,7
3,2,LADY MACBETH,But in them nature's copy's not eterne.,them,LADY MACBETH,neutral,7
3,2,MACBETH,There's comfort yet; they are assailable.,they,MACBETH,neutral,7
3,2,MACBETH,"Ere the bat hath flown His cloister'd flight, ere to black Hecate's summons The shard-born beetle, with his drowsy hums,",His,MACBETH,male,7
3,2,MACBETH,"Ere the bat hath flown His cloister'd flight, ere to black Hecate's summons The shard-born beetle, with his drowsy hums,",his,MACBETH,male,7
3,2,MACBETH,Whiles night's black agents to their preys do rouse.,their,MACBETH,neutral,7
3,2,MACBETH,Thou marvell'st at my words: but hold thee still; Things bad begun make strong themselves by ill.,themselves,MACBETH,neutral,7
3,3,SECOND MURDERER,He needs not our mistrust; since he delivers Our offices and what we have to do To the direction just.,He,Macbeth,male,4
3,3,SECOND MURDERER,He needs not our mistrust; since he delivers Our offices and what we have to do To the direction just.,he,Macbeth,male,4
3,3,FIRST MURDERER,His horses go about.,His,BANQUO,male,7
3,3,THIRD MURDERER,"Almost a mile; but he does usually, So all men do, from hence to the palace gate Make it their walk.",he,BANQUO,male,7
3,3,THIRD MURDERER,"Almost a mile; but he does usually, So all men do, from hence to the palace gate Make it their walk.",it,THIRD MURDERER,neutral,7
3,3,THIRD MURDERER,"Almost a mile; but he does usually, So all men do, from hence to the palace gate Make it their walk.",their,THIRD MURDERER,neutral,7
3,3,THIRD MURDERER,'Tis he.,he,Fleance,male,7
3,3,BANQUO,It will be rain tonight.,It,BANQUO,neutral,7
3,3,FIRST MURDERER,Let it come down.,it,FIRST MURDERER,neutral,7
3,4,MACBETH,"Our hostess keeps her state; but, in best time, We will require her welcome.",her,MACBETH,unknown,5
3,4,MACBETH,"Our hostess keeps her state; but, in best time, We will require her welcome.",her,MACBETH,unknown,5
3,4,LADY MACBETH,"Pronounce it for me, sir, to all our friends; For my heart speaks they are welcome.",it,LADY MACBETH,neutral,6
3,4,LADY MACBETH,"Pronounce it for me, sir, to all our friends; For my heart speaks they are welcome.",they,LADY MACBETH,neutral,6
3,4,MACBETH,"See, they encounter thee with their hearts' thanks.",they,MACBETH,neutral,7
3,4,MACBETH,"See, they encounter thee with their hearts' thanks.",their,MACBETH,neutral,7
3,4,MACBETH,'Tis better thee without than he within.,he,MACBETH,male,7
3,4,MACBETH,Is he dispatch'd?,he,MACBETH,male,7
3,4,MURDERER,"My lord, his throat is cut.",his,MACBETH,male,7
3,4,MURDERER,That I did for him.,him,MACBETH,male,7
3,4,MACBETH,"Thou art the best o' th' cut-throats; Yet he's good that did the like for Fleance: If thou didst it, thou art the nonpar",he,Fleance,male,7
3,4,MACBETH,"Thou art the best o' th' cut-throats; Yet he's good that did the like for Fleance: If thou didst it, thou art the nonpar",it,Fleance,neutral,7
3,4,MURDERER,"Safe in a ditch he bides, With twenty trenched gashes on his head; The least a death to nature.",he,Banquo,male,7
3,4,MURDERER,"Safe in a ditch he bides, With twenty trenched gashes on his head; The least a death to nature.",his,Banquo,male,7
3,4,LADY MACBETH,To feed were best at home; From thence the sauce to meat is ceremony; Meeting were bare without it.,it,LADY MACBETH,neutral,7
3,4,ROSS,"His absence, sir, Lays blame upon his promise.",His,ROSS,male,7
3,4,ROSS,"His absence, sir, Lays blame upon his promise.",his,ROSS,male,7
3,4,MACBETH,Thou canst not say I did it.,it,MACBETH,neutral,7
3,4,ROSS,"Gentlemen, rise; his Highness is not well.",his,ROSS,male,7
3,4,LADY MACBETH,"My lord is often thus, And hath been from his youth: pray you, keep seat; The fit is momentary; upon a thought He will a",his,LADY MACBETH,male,7
3,4,LADY MACBETH,"My lord is often thus, And hath been from his youth: pray you, keep seat; The fit is momentary; upon a thought He will a",He,LADY MACBETH,male,7
3,4,LADY MACBETH,"If much you note him, You shall offend him, and extend his passion.",him,LADY MACBETH,male,7
3,4,LADY MACBETH,"If much you note him, You shall offend him, and extend his passion.",him,LADY MACBETH,male,7
3,4,LADY MACBETH,"If much you note him, You shall offend him, and extend his passion.",his,LADY MACBETH,male,7
3,4,LADY MACBETH,"Feed, and regard him not.—Are you a man?",him,LADY MACBETH,male,7
3,4,LADY MACBETH,"O, these flaws, and starts (Impostors to true fear), would well become A woman's story at a winter's fire, Authoris'd by",her,LADY MACBETH,unknown,7
3,4,MACBETH,"If I stand here, I saw him.",him,MACBETH,male,7
3,4,MACBETH,"Blood hath been shed ere now, i' th' olden time, Ere humane statute purg'd the gentle weal; Ay, and since too, murders h",they,MACBETH,neutral,7
3,4,MACBETH,"Blood hath been shed ere now, i' th' olden time, Ere humane statute purg'd the gentle weal; Ay, and since too, murders h",their,MACBETH,neutral,7
3,4,MACBETH,"I drink to the general joy o' th' whole table, And to our dear friend Banquo, whom we miss: Would he were here.",he,Banquo,male,7
3,4,MACBETH,"To all, and him, we thirst, And all to all.",him,MACBETH,male,7
3,4,LADY MACBETH,"Think of this, good peers, But as a thing of custom: 'tis no other, Only it spoils the pleasure of the time.",it,LADY MACBETH,neutral,7
3,4,LADY MACBETH,"I pray you, speak not; he grows worse and worse; Question enrages him.",he,LADY MACBETH,male,7
3,4,LADY MACBETH,"I pray you, speak not; he grows worse and worse; Question enrages him.",him,LADY MACBETH,male,7
3,4,LENNOX,Good night; and better health Attend his Majesty!,his,LENNOX,male,7
3,4,MACBETH,"It will have blood, they say, blood will have blood.",It,MACBETH,neutral,7
3,4,MACBETH,"It will have blood, they say, blood will have blood.",they,MACBETH,neutral,7
3,4,MACBETH,"How say'st thou, that Macduff denies his person At our great bidding?",his,Macduff,male,7
3,4,LADY MACBETH,"Did you send to him, sir?",him,LADY MACBETH,male,7
3,4,MACBETH,I hear it by the way; but I will send.,it,MACBETH,neutral,7
3,4,MACBETH,There's not a one of them but in his house I keep a servant fee'd.,them,MACBETH,neutral,7
3,4,MACBETH,There's not a one of them but in his house I keep a servant fee'd.,his,MACBETH,male,7
3,4,MACBETH,"More shall they speak; for now I am bent to know, By the worst means, the worst.",they,MACBETH,neutral,7
3,4,MACBETH,"Strange things I have in head, that will to hand, Which must be acted ere they may be scann'd.",they,MACBETH,neutral,7
3,5,HECATE,"And, which is worse, all you have done Hath been but for a wayward son, Spiteful and wrathful; who, as others do, Loves ",his,Macbeth,male,7
3,5,HECATE,"But make amends now: get you gone, And at the pit of Acheron Meet me i' th' morning: thither he Will come to know his de",he,Macbeth,male,7
3,5,HECATE,"But make amends now: get you gone, And at the pit of Acheron Meet me i' th' morning: thither he Will come to know his de",his,Macbeth,male,7
3,5,HECATE,"Upon the corner of the moon There hangs a vap'rous drop profound; I'll catch it ere it come to ground: And that, distill",it,HECATE,neutral,7
3,5,HECATE,"Upon the corner of the moon There hangs a vap'rous drop profound; I'll catch it ere it come to ground: And that, distill",it,HECATE,neutral,7
3,5,HECATE,"Upon the corner of the moon There hangs a vap'rous drop profound; I'll catch it ere it come to ground: And that, distill",their,HECATE,neutral,7
3,5,HECATE,"Upon the corner of the moon There hangs a vap'rous drop profound; I'll catch it ere it come to ground: And that, distill",him,Macbeth,male,7
3,5,HECATE,"Upon the corner of the moon There hangs a vap'rous drop profound; I'll catch it ere it come to ground: And that, distill",his,Macbeth,male,7
3,5,HECATE,"He shall spurn fate, scorn death, and bear His hopes 'bove wisdom, grace, and fear.",He,Macbeth,male,7
3,5,HECATE,"He shall spurn fate, scorn death, and bear His hopes 'bove wisdom, grace, and fear.",His,Macbeth,male,7
3,5,FIRST WITCH,"Come, let's make haste; she'll soon be back again.",she,HECATE,female,7
3,6,LENNOX,"The gracious Duncan Was pitied of Macbeth:—marry, he was dead:— And the right valiant Banquo walk'd too late; Whom, you ",he,Banquo,male,4
3,6,LENNOX,"Who cannot want the thought, how monstrous It was for Malcolm and for Donalbain To kill their gracious father?",It,Donalbain,neutral,7
3,6,LENNOX,"Who cannot want the thought, how monstrous It was for Malcolm and for Donalbain To kill their gracious father?",their,Donalbain,neutral,7
3,6,LENNOX,How it did grieve Macbeth!,it,Macbeth,neutral,7
3,6,LENNOX,"did he not straight, In pious rage, the two delinquents tear That were the slaves of drink and thralls of sleep?",he,LENNOX,male,7
3,6,LENNOX,"So that, I say, He has borne all things well: and I do think, That had he Duncan's sons under his key (As, and't please ",He,Fleance,male,7
3,6,LENNOX,"So that, I say, He has borne all things well: and I do think, That had he Duncan's sons under his key (As, and't please ",he,Fleance,male,7
3,6,LENNOX,"So that, I say, He has borne all things well: and I do think, That had he Duncan's sons under his key (As, and't please ",his,Fleance,male,7
3,6,LENNOX,"So that, I say, He has borne all things well: and I do think, That had he Duncan's sons under his key (As, and't please ",he,Fleance,male,7
3,6,LENNOX,"So that, I say, He has borne all things well: and I do think, That had he Duncan's sons under his key (As, and't please ",they,Fleance,neutral,7
3,6,LENNOX,"But, peace!—for from broad words, and 'cause he fail'd His presence at the tyrant's feast, I hear, Macduff lives in disg",he,Macduff,male,7
3,6,LENNOX,"But, peace!—for from broad words, and 'cause he fail'd His presence at the tyrant's feast, I hear, Macduff lives in disg",His,Macduff,male,7
3,6,LENNOX,"Sir, can you tell Where he bestows himself?",he,LENNOX,male,7
3,6,LENNOX,"Sir, can you tell Where he bestows himself?",himself,LENNOX,male,7
3,6,LORD,"The son of Duncan, From whom this tyrant holds the due of birth, Lives in the English court and is receiv'd Of the most ",his,Duncan,male,7
3,6,LORD,"Thither Macduff Is gone to pray the holy king, upon his aid To wake Northumberland, and warlike Siward That, by the help",his,Siward,male,7
3,6,LORD,"Thither Macduff Is gone to pray the holy king, upon his aid To wake Northumberland, and warlike Siward That, by the help",Him,Siward,male,7
3,6,LORD,And this report Hath so exasperate the King that he Prepares for some attempt of war.,he,Siward,male,7
3,6,LENNOX,Sent he to Macduff?,he,Macduff,male,7
3,6,LORD,"He did: and with an absolute ""Sir, not I,"" The cloudy messenger turns me his back, And hums, as who should say, ""You'll ",He,Macduff,male,7
3,6,LORD,"He did: and with an absolute ""Sir, not I,"" The cloudy messenger turns me his back, And hums, as who should say, ""You'll ",his,Macduff,male,7
3,6,LENNOX,"And that well might Advise him to a caution, t' hold what distance His wisdom can provide.",him,LENNOX,male,7
3,6,LENNOX,"And that well might Advise him to a caution, t' hold what distance His wisdom can provide.",His,LENNOX,male,7
3,6,LENNOX,"Some holy angel Fly to the court of England, and unfold His message ere he come, that a swift blessing May soon return t",His,LENNOX,male,7
3,6,LENNOX,"Some holy angel Fly to the court of England, and unfold His message ere he come, that a swift blessing May soon return t",he,LENNOX,male,7
3,6,LORD,I'll send my prayers with him.,him,LENNOX,male,7
4,1,SECOND WITCH,Cool it with a baboon's blood.,it,SECOND WITCH,neutral,7
4,1,MACBETH,"I conjure you, by that which you profess, (Howe'er you come to know it) answer me: Though you untie the winds, and let t",it,MACBETH,neutral,7
4,1,MACBETH,"I conjure you, by that which you profess, (Howe'er you come to know it) answer me: Though you untie the winds, and let t",them,MACBETH,neutral,7
