act,scene,speaker,sentence,pronoun,resolved_to,gender_group,window_size_used
4,1,MACBETH,"I conjure you, by that which you profess, (Howe'er you come to know it) answer me: Though you untie the winds, and let t",their,MACBETH,neutral,7
4,1,MACBETH,"I conjure you, by that which you profess, (Howe'er you come to know it) answer me: Though you untie the winds, and let t",Their,MACBETH,neutral,7
4,1,MACBETH,"I conjure you, by that which you profess, (Howe'er you come to know it) answer me: Though you untie the winds, and let t",their,MACBETH,neutral,7
4,1,FIRST WITCH,"Say, if thou'dst rather hear it from our mouths, Or from our masters?",it,FIRST WITCH,neutral,7
4,1,FIRST WITCH,"Pour in sow's blood, that hath eaten Her nine farrow; grease that's sweaten From the murderer's gibbet throw Into the fl",Her,Hecate,female,7
4,1,FIRST WITCH,"He knows thy thought: Hear his speech, but say thou naught.",He,MACBETH,male,7
4,1,FIRST WITCH,"He knows thy thought: Hear his speech, but say thou naught.",his,MACBETH,male,7
4,1,FIRST WITCH,He will not be commanded.,He,MACBETH,male,7
4,1,MACBETH,"Thou shalt not live; That I may tell pale-hearted fear it lies, And sleep in spite of thunder.",it,MACBETH,neutral,7
4,1,MACBETH,"An Apparition of a Child crowned, with a tree in his hand, rises.",his,MACBETH,male,7
4,1,MACBETH,"What is this, That rises like the issue of a king, And wears upon his baby brow the round And top of sovereignty?",his,MACBETH,male,7
4,1,APPARITION,"Be lion-mettled, proud, and take no care Who chafes, who frets, or where conspirers are: Macbeth shall never vanquish'd ",him,Macbeth,male,7
4,1,MACBETH,That will never be: Who can impress the forest; bid the tree Unfix his earth-bound root?,his,MACBETH,male,7
4,1,MACBETH,"Macbeth Shall live the lease of nature, pay his breath To time and mortal custom.—Yet my heart Throbs to know one thing:",his,Banquo,male,7
4,1,ALL,"Show his eyes, and grieve his heart; Come like shadows, so depart!",his,Hautboys,male,7
4,1,ALL,"Show his eyes, and grieve his heart; Come like shadows, so depart!",his,Hautboys,male,7
4,1,ALL,"A show of eight kings appear, and pass over in order, the last with a glass in his hand; Banquo following.",his,Banquo,male,7
4,1,MACBETH,"I see 'tis true; For the blood-bolter'd Banquo smiles upon me, And points at them for his.—What!",them,Banquo,neutral,7
4,1,FIRST WITCH,"Ay, sir, all this is so:—but why Stands Macbeth thus amazedly?— Come, sisters, cheer we up his sprites, And show the bes",his,Macbeth,male,7
4,1,FIRST WITCH,"I'll charm the air to give a sound, While you perform your antic round; That this great king may kindly say, Our duties ",his,Macbeth,male,7
4,1,MACBETH,Where are they?,they,MACBETH,neutral,7
4,1,MACBETH,Came they not by you?,they,MACBETH,neutral,7
4,1,MACBETH,Infected be the air whereon they ride; And damn'd all those that trust them!—I did hear The galloping of horse: who was',they,MACBETH,neutral,7
4,1,MACBETH,Unless the deed go with it.,it,MACBETH,neutral,7
4,1,MACBETH,"And even now, To crown my thoughts with acts, be it thought and done: The castle of Macduff I will surprise; Seize upon ",it,Macduff,neutral,7
4,1,MACBETH,"And even now, To crown my thoughts with acts, be it thought and done: The castle of Macduff I will surprise; Seize upon ",His,Macduff,male,7
4,1,MACBETH,"And even now, To crown my thoughts with acts, be it thought and done: The castle of Macduff I will surprise; Seize upon ",his,Macduff,male,7
4,1,MACBETH,"And even now, To crown my thoughts with acts, be it thought and done: The castle of Macduff I will surprise; Seize upon ",him,Macduff,male,7
4,1,MACBETH,"And even now, To crown my thoughts with acts, be it thought and done: The castle of Macduff I will surprise; Seize upon ",his,Macduff,male,7
4,1,MACBETH,"Come, bring me where they are.",they,MACBETH,neutral,7
4,2,LADY MACDUFF,"What had he done, to make him fly the land?",he,LADY MACDUFF,male,1
4,2,LADY MACDUFF,"What had he done, to make him fly the land?",him,LADY MACDUFF,male,1
4,2,LADY MACDUFF,"He had none: His flight was madness: when our actions do not, Our fears do make us traitors.",He,LADY MACDUFF,male,3
4,2,LADY MACDUFF,"He had none: His flight was madness: when our actions do not, Our fears do make us traitors.",His,LADY MACDUFF,male,3
4,2,ROSS,You know not Whether it was his wisdom or his fear.,it,ROSS,neutral,4
4,2,ROSS,You know not Whether it was his wisdom or his fear.,his,ROSS,male,4
4,2,ROSS,You know not Whether it was his wisdom or his fear.,his,ROSS,male,4
4,2,LADY MACDUFF,"to leave his wife, to leave his babes, His mansion, and his titles, in a place From whence himself does fly?",his,LADY MACDUFF,male,6
4,2,LADY MACDUFF,"to leave his wife, to leave his babes, His mansion, and his titles, in a place From whence himself does fly?",his,LADY MACDUFF,male,6
4,2,LADY MACDUFF,"to leave his wife, to leave his babes, His mansion, and his titles, in a place From whence himself does fly?",His,LADY MACDUFF,male,6
4,2,LADY MACDUFF,"to leave his wife, to leave his babes, His mansion, and his titles, in a place From whence himself does fly?",his,LADY MACDUFF,male,6
4,2,LADY MACDUFF,"to leave his wife, to leave his babes, His mansion, and his titles, in a place From whence himself does fly?",himself,LADY MACDUFF,male,6
4,2,LADY MACDUFF,"He loves us not: He wants the natural touch; for the poor wren, The most diminutive of birds, will fight, Her young ones",He,LADY MACDUFF,male,7
4,2,LADY MACDUFF,"He loves us not: He wants the natural touch; for the poor wren, The most diminutive of birds, will fight, Her young ones",He,LADY MACDUFF,male,7
4,2,LADY MACDUFF,"He loves us not: He wants the natural touch; for the poor wren, The most diminutive of birds, will fight, Her young ones",Her,LADY MACDUFF,unknown,7
4,2,LADY MACDUFF,"He loves us not: He wants the natural touch; for the poor wren, The most diminutive of birds, will fight, Her young ones",her,LADY MACDUFF,unknown,7
4,2,ROSS,"My dearest coz, I pray you, school yourself: but, for your husband, He is noble, wise, judicious, and best knows The fit",He,ROSS,male,7
4,2,ROSS,"Things at the worst will cease, or else climb upward To what they were before.—My pretty cousin, Blessing upon you!",they,ROSS,neutral,7
4,2,LADY MACDUFF,"Father'd he is, and yet he's fatherless.",he,LADY MACDUFF,male,7
4,2,LADY MACDUFF,"Father'd he is, and yet he's fatherless.",he,LADY MACDUFF,male,7
4,2,ROSS,"I am so much a fool, should I stay longer, It would be my disgrace and your discomfort: I take my leave at once.",It,ROSS,neutral,7
4,2,SON,"With what I get, I mean; and so do they.",they,SON,neutral,7
4,2,SON,they are not set for.,they,SON,neutral,7
4,2,LADY MACDUFF,"Yes, he is dead: how wilt thou do for a father?",he,LADY MACDUFF,male,7
4,2,LADY MACDUFF,"Ay, that he was.",he,LADY MACDUFF,male,7
4,2,SON,And must they all be hanged that swear and lie?,they,SON,neutral,7
4,2,SON,Who must hang them?,them,SON,neutral,7
4,2,SON,Then the liars and swearers are fools: for there are liars and swearers enow to beat the honest men and hang up them.,them,SON,neutral,7
4,2,SON,"If he were dead, you'ld weep for him: if you would not, it were a good sign that I should quickly have a new father.",he,LADY MACDUFF,male,7
4,2,SON,"If he were dead, you'ld weep for him: if you would not, it were a good sign that I should quickly have a new father.",him,LADY MACDUFF,male,7
4,2,SON,"If he were dead, you'ld weep for him: if you would not, it were a good sign that I should quickly have a new father.",it,SON,neutral,7
4,2,LADY MACDUFF,"I hope, in no place so unsanctified Where such as thou mayst find him.",him,LADY MACDUFF,male,7
4,2,FIRST MURDERER,He's a traitor.,He,LADY MACDUFF,male,7
4,2,FIRST MURDERER,Stabbing him.,him,LADY MACDUFF,male,7
4,2,SON,"He has kill'd me, mother: Run away, I pray you!",He,LADY MACDUFF,male,7
4,3,MACDUFF,"Each new morn New widows howl, new orphans cry; new sorrows Strike heaven on the face, that it resounds As if it felt wi",it,MACDUFF,neutral,3
4,3,MACDUFF,"Each new morn New widows howl, new orphans cry; new sorrows Strike heaven on the face, that it resounds As if it felt wi",it,MACDUFF,neutral,3
4,3,MALCOLM,"What you have spoke, it may be so, perchance.",it,MALCOLM,neutral,6
4,3,MALCOLM,"This tyrant, whose sole name blisters our tongues, Was once thought honest: you have loved him well; He hath not touch'd",him,MALCOLM,male,7
4,3,MALCOLM,"This tyrant, whose sole name blisters our tongues, Was once thought honest: you have loved him well; He hath not touch'd",He,MALCOLM,male,7
4,3,MALCOLM,"I am young; but something You may deserve of him through me; and wisdom To offer up a weak, poor, innocent lamb To appea",him,MALCOLM,male,7
4,3,MALCOLM,"I think our country sinks beneath the yoke; It weeps, it bleeds; and each new day a gash Is added to her wounds.",It,MALCOLM,neutral,7
4,3,MALCOLM,"I think our country sinks beneath the yoke; It weeps, it bleeds; and each new day a gash Is added to her wounds.",it,MALCOLM,neutral,7
4,3,MALCOLM,"I think our country sinks beneath the yoke; It weeps, it bleeds; and each new day a gash Is added to her wounds.",her,MALCOLM,unknown,7
4,3,MALCOLM,"I think, withal, There would be hands uplifted in my right; And here, from gracious England, have I offer Of goodly thou",it,MALCOLM,neutral,7
4,3,MALCOLM,"I think, withal, There would be hands uplifted in my right; And here, from gracious England, have I offer Of goodly thou",it,MALCOLM,neutral,7
4,3,MALCOLM,"I think, withal, There would be hands uplifted in my right; And here, from gracious England, have I offer Of goodly thou",him,MALCOLM,male,7
4,3,MACDUFF,What should he be?,he,MACDUFF,male,7
4,3,MALCOLM,"It is myself I mean; in whom I know All the particulars of vice so grafted That, when they shall be open'd, black Macbet",It,Macbeth,neutral,7
4,3,MALCOLM,"It is myself I mean; in whom I know All the particulars of vice so grafted That, when they shall be open'd, black Macbet",they,Macbeth,neutral,7
4,3,MALCOLM,"It is myself I mean; in whom I know All the particulars of vice so grafted That, when they shall be open'd, black Macbet",him,Macbeth,male,7
4,3,MALCOLM,"I grant him bloody, Luxurious, avaricious, false, deceitful, Sudden, malicious, smacking of every sin That has a name: b",him,Macbeth,male,7
4,3,MACDUFF,"Boundless intemperance In nature is a tyranny; it hath been Th' untimely emptying of the happy throne, And fall of many ",it,MACDUFF,neutral,7
4,3,MACDUFF,"We have willing dames enough; there cannot be That vulture in you, to devour so many As will to greatness dedicate thems",themselves,MACDUFF,neutral,7
4,3,MACDUFF,"We have willing dames enough; there cannot be That vulture in you, to devour so many As will to greatness dedicate thems",it,MACDUFF,neutral,7
4,3,MALCOLM,"With this there grows In my most ill-compos'd affection such A staunchless avarice, that, were I king, I should cut off ",their,MALCOLM,neutral,7
4,3,MALCOLM,"With this there grows In my most ill-compos'd affection such A staunchless avarice, that, were I king, I should cut off ",his,MALCOLM,male,7
4,3,MALCOLM,And my more-having would be as a sauce To make me hunger more; that I should forge Quarrels unjust against the good and ,them,MALCOLM,neutral,7
4,3,MACDUFF,This avarice Sticks deeper; grows with more pernicious root Than summer-seeming lust; and it hath been The sword of our ,it,MACDUFF,neutral,7
4,3,MALCOLM,"But I have none: the king-becoming graces, As justice, verity, temp'rance, stableness, Bounty, perseverance, mercy, lowl",them,MALCOLM,neutral,7
4,3,MALCOLM,"But I have none: the king-becoming graces, As justice, verity, temp'rance, stableness, Bounty, perseverance, mercy, lowl",it,MALCOLM,neutral,7
4,3,MACDUFF,"No, not to live.—O nation miserable, With an untitled tyrant bloody-scepter'd, When shalt thou see thy wholesome days ag",his,MACDUFF,male,7
4,3,MACDUFF,"No, not to live.—O nation miserable, With an untitled tyrant bloody-scepter'd, When shalt thou see thy wholesome days ag",his,MACDUFF,male,7
4,3,MACDUFF,"The queen that bore thee, Oft'ner upon her knees than on her feet, Died every day she lived.",her,MACDUFF,unknown,7
4,3,MACDUFF,"The queen that bore thee, Oft'ner upon her knees than on her feet, Died every day she lived.",her,MACDUFF,unknown,7
4,3,MACDUFF,"The queen that bore thee, Oft'ner upon her knees than on her feet, Died every day she lived.",she,MACDUFF,unknown,7
4,3,MALCOLM,"By many of these trains hath sought to win me Into his power, and modest wisdom plucks me From over-credulous haste: but",his,MALCOLM,male,7
4,3,MALCOLM,I am yet Unknown to woman; never was forsworn; Scarcely have coveted what was mine own; At no time broke my faith; would,his,MALCOLM,male,7
4,3,DOCTOR,"There are a crew of wretched souls That stay his cure: their malady convinces The great assay of art; but at his touch, ",his,MALCOLM,male,7
4,3,DOCTOR,"There are a crew of wretched souls That stay his cure: their malady convinces The great assay of art; but at his touch, ",their,DOCTOR,neutral,7
4,3,DOCTOR,"There are a crew of wretched souls That stay his cure: their malady convinces The great assay of art; but at his touch, ",his,MALCOLM,male,7
4,3,DOCTOR,"There are a crew of wretched souls That stay his cure: their malady convinces The great assay of art; but at his touch, ",his,MALCOLM,male,7
4,3,DOCTOR,"There are a crew of wretched souls That stay his cure: their malady convinces The great assay of art; but at his touch, ",They,DOCTOR,neutral,7
4,3,MACDUFF,What's the disease he means?,he,MACDUFF,male,7
4,3,MALCOLM,"'Tis call'd the evil: A most miraculous work in this good king; Which often, since my here-remain in England, I have see",him,MALCOLM,male,7
4,3,MALCOLM,"How he solicits heaven, Himself best knows, but strangely-visited people, All swoln and ulcerous, pitiful to the eye, Th",he,MALCOLM,male,7
4,3,MALCOLM,"How he solicits heaven, Himself best knows, but strangely-visited people, All swoln and ulcerous, pitiful to the eye, Th",he,MALCOLM,male,7
4,3,MALCOLM,"How he solicits heaven, Himself best knows, but strangely-visited people, All swoln and ulcerous, pitiful to the eye, Th",their,MALCOLM,neutral,7
4,3,MALCOLM,"How he solicits heaven, Himself best knows, but strangely-visited people, All swoln and ulcerous, pitiful to the eye, Th",he,MALCOLM,male,7
4,3,MALCOLM,"With this strange virtue, He hath a heavenly gift of prophecy; And sundry blessings hang about his throne, That speak hi",He,MALCOLM,male,7
4,3,MALCOLM,"With this strange virtue, He hath a heavenly gift of prophecy; And sundry blessings hang about his throne, That speak hi",his,MALCOLM,male,7
4,3,MALCOLM,"With this strange virtue, He hath a heavenly gift of prophecy; And sundry blessings hang about his throne, That speak hi",him,MALCOLM,male,7
4,3,MALCOLM,My countryman; but yet I know him not.,him,MALCOLM,male,7
4,3,MALCOLM,I know him now.,him,MALCOLM,male,7
4,3,MACDUFF,Stands Scotland where it did?,it,MACDUFF,neutral,7
4,3,ROSS,"It cannot Be call'd our mother, but our grave, where nothing, But who knows nothing, is once seen to smile; Where sighs,",It,ROSS,neutral,7
4,3,ROSS,"The dead man's knell Is there scarce ask'd for who; and good men's lives Expire before the flowers in their caps, Dying ",their,ROSS,neutral,7
4,3,ROSS,"The dead man's knell Is there scarce ask'd for who; and good men's lives Expire before the flowers in their caps, Dying ",they,ROSS,neutral,7
4,3,MACDUFF,The tyrant has not batter'd at their peace?,their,MACDUFF,neutral,7
4,3,ROSS,No; they were well at peace when I did leave 'em.,they,ROSS,neutral,7
4,3,ROSS,"Your eye in Scotland Would create soldiers, make our women fight, To doff their dire distresses.",their,ROSS,neutral,7
4,3,MALCOLM,Be't their comfort We are coming thither.,their,MALCOLM,neutral,7
4,3,ROSS,"But I have words That would be howl'd out in the desert air, Where hearing should not latch them.",them,ROSS,neutral,7
4,3,MACDUFF,What concern they?,they,MACDUFF,neutral,7
4,3,MACDUFF,or is it a fee-grief Due to some single breast?,it,MACDUFF,neutral,7
4,3,ROSS,"No mind that's honest But in it shares some woe, though the main part Pertains to you alone.",it,ROSS,neutral,7
4,3,MACDUFF,"If it be mine, Keep it not from me, quickly let me have it.",it,MACDUFF,neutral,7
4,3,MACDUFF,"If it be mine, Keep it not from me, quickly let me have it.",it,MACDUFF,neutral,7
4,3,MACDUFF,"If it be mine, Keep it not from me, quickly let me have it.",it,MACDUFF,neutral,7
4,3,ROSS,"Let not your ears despise my tongue for ever, Which shall possess them with the heaviest sound That ever yet they heard.",them,ROSS,neutral,7
4,3,ROSS,"Let not your ears despise my tongue for ever, Which shall possess them with the heaviest sound That ever yet they heard.",they,ROSS,neutral,7
4,3,MACDUFF,I guess at it.,it,MACDUFF,neutral,7
4,3,MALCOLM,"The grief that does not speak Whispers the o'er-fraught heart, and bids it break.",it,MALCOLM,neutral,7
4,3,MACDUFF,He has no children.—All my pretty ones?,He,MACDUFF,male,7
4,3,MACDUFF,"What, all my pretty chickens and their dam At one fell swoop?",their,MACDUFF,neutral,7
4,3,MALCOLM,Dispute it like a man.,it,MALCOLM,neutral,7
4,3,MACDUFF,"But I must also feel it as a man: I cannot but remember such things were, That were most precious to me.—Did heaven look",it,MACDUFF,neutral,7
4,3,MACDUFF,"But I must also feel it as a man: I cannot but remember such things were, That were most precious to me.—Did heaven look",their,MACDUFF,neutral,7
4,3,MACDUFF,"Sinful Macduff, They were all struck for thee!",They,Macduff,neutral,7
4,3,MACDUFF,"Naught that I am, Not for their own demerits, but for mine, Fell slaughter on their souls: heaven rest them now!",their,MACDUFF,neutral,7
4,3,MACDUFF,"Naught that I am, Not for their own demerits, but for mine, Fell slaughter on their souls: heaven rest them now!",their,MACDUFF,neutral,7
4,3,MACDUFF,"Naught that I am, Not for their own demerits, but for mine, Fell slaughter on their souls: heaven rest them now!",them,MACDUFF,neutral,7
4,3,MALCOLM,"Let grief Convert to anger; blunt not the heart, enrage it.",it,MALCOLM,neutral,7
4,3,MACDUFF,"O, I could play the woman with mine eyes, And braggart with my tongue!—But, gentle heavens, Cut short all intermission; ",him,MACDUFF,male,7
4,3,MACDUFF,"O, I could play the woman with mine eyes, And braggart with my tongue!—But, gentle heavens, Cut short all intermission; ",he,MACDUFF,male,7
4,3,MACDUFF,"O, I could play the woman with mine eyes, And braggart with my tongue!—But, gentle heavens, Cut short all intermission; ",him,MACDUFF,male,7
4,3,MALCOLM,"Macbeth Is ripe for shaking, and the powers above Put on their instruments.",their,Macbeth,neutral,7
5,1,DOCTOR,When was it she last walked?,it,DOCTOR,neutral,2
5,1,DOCTOR,When was it she last walked?,she,DOCTOR,unknown,2
5,1,GENTLEWOMAN,"Since his Majesty went into the field, I have seen her rise from her bed, throw her nightgown upon her, unlock her close",his,GENTLEWOMAN,unknown,3
5,1,GENTLEWOMAN,"Since his Majesty went into the field, I have seen her rise from her bed, throw her nightgown upon her, unlock her close",her,GENTLEWOMAN,unknown,3
5,1,GENTLEWOMAN,"Since his Majesty went into the field, I have seen her rise from her bed, throw her nightgown upon her, unlock her close",her,GENTLEWOMAN,unknown,3
5,1,GENTLEWOMAN,"Since his Majesty went into the field, I have seen her rise from her bed, throw her nightgown upon her, unlock her close",her,GENTLEWOMAN,unknown,3
5,1,GENTLEWOMAN,"Since his Majesty went into the field, I have seen her rise from her bed, throw her nightgown upon her, unlock her close",her,GENTLEWOMAN,unknown,3
5,1,GENTLEWOMAN,"Since his Majesty went into the field, I have seen her rise from her bed, throw her nightgown upon her, unlock her close",her,GENTLEWOMAN,unknown,3
5,1,GENTLEWOMAN,"Since his Majesty went into the field, I have seen her rise from her bed, throw her nightgown upon her, unlock her close",it,GENTLEWOMAN,neutral,3
5,1,GENTLEWOMAN,"Since his Majesty went into the field, I have seen her rise from her bed, throw her nightgown upon her, unlock her close",it,GENTLEWOMAN,neutral,3
5,1,GENTLEWOMAN,"Since his Majesty went into the field, I have seen her rise from her bed, throw her nightgown upon her, unlock her close",it,GENTLEWOMAN,neutral,3
5,1,DOCTOR,"In this slumbery agitation, besides her walking and other actual performances, what, at any time, have you heard her say",her,DOCTOR,unknown,5
5,1,DOCTOR,"In this slumbery agitation, besides her walking and other actual performances, what, at any time, have you heard her say",her,DOCTOR,unknown,5
5,1,GENTLEWOMAN,"That, sir, which I will not report after her.",her,GENTLEWOMAN,unknown,6
5,1,GENTLEWOMAN,"Lo you, here she comes!",she,GENTLEWOMAN,unknown,7
5,1,GENTLEWOMAN,"This is her very guise; and, upon my life, fast asleep.",her,GENTLEWOMAN,unknown,7
5,1,GENTLEWOMAN,Observe her; stand close.,her,GENTLEWOMAN,unknown,7
5,1,DOCTOR,How came she by that light?,she,DOCTOR,unknown,7
5,1,GENTLEWOMAN,"Why, it stood by her: she has light by her continually; 'tis her command.",it,GENTLEWOMAN,neutral,7
5,1,GENTLEWOMAN,"Why, it stood by her: she has light by her continually; 'tis her command.",her,GENTLEWOMAN,unknown,7
5,1,GENTLEWOMAN,"Why, it stood by her: she has light by her continually; 'tis her command.",she,GENTLEWOMAN,unknown,7
5,1,GENTLEWOMAN,"Why, it stood by her: she has light by her continually; 'tis her command.",her,GENTLEWOMAN,unknown,7
5,1,GENTLEWOMAN,"Why, it stood by her: she has light by her continually; 'tis her command.",her,GENTLEWOMAN,unknown,7
5,1,DOCTOR,"You see, her eyes are open.",her,DOCTOR,unknown,7
5,1,GENTLEWOMAN,"Ay, but their sense are shut.",their,GENTLEWOMAN,neutral,7
5,1,DOCTOR,What is it she does now?,it,DOCTOR,neutral,7
5,1,DOCTOR,What is it she does now?,she,DOCTOR,unknown,7
5,1,DOCTOR,Look how she rubs her hands.,she,DOCTOR,unknown,7
5,1,DOCTOR,Look how she rubs her hands.,her,DOCTOR,unknown,7
5,1,GENTLEWOMAN,"It is an accustomed action with her, to seem thus washing her hands.",It,GENTLEWOMAN,neutral,7
5,1,GENTLEWOMAN,"It is an accustomed action with her, to seem thus washing her hands.",her,GENTLEWOMAN,unknown,7
5,1,GENTLEWOMAN,"It is an accustomed action with her, to seem thus washing her hands.",her,GENTLEWOMAN,unknown,7
5,1,GENTLEWOMAN,I have known her continue in this a quarter of an hour.,her,GENTLEWOMAN,unknown,7
5,1,DOCTOR,"Hark, she speaks.",she,DOCTOR,unknown,7
5,1,DOCTOR,"I will set down what comes from her, to satisfy my remembrance the more strongly.",her,DOCTOR,unknown,7
5,1,LADY MACBETH,"What need we fear who knows it, when none can call our power to account?",it,LADY MACBETH,neutral,7
5,1,LADY MACBETH,Yet who would have thought the old man to have had so much blood in him?,him,LADY MACBETH,male,7
5,1,LADY MACBETH,"Where is she now?—What, will these hands ne'er be clean?",she,LADY MACBETH,unknown,7
5,1,GENTLEWOMAN,"She has spoke what she should not, I am sure of that: heaven knows what she has known.",She,GENTLEWOMAN,unknown,7
5,1,GENTLEWOMAN,"She has spoke what she should not, I am sure of that: heaven knows what she has known.",she,GENTLEWOMAN,unknown,7
5,1,GENTLEWOMAN,"She has spoke what she should not, I am sure of that: heaven knows what she has known.",she,GENTLEWOMAN,unknown,7
5,1,GENTLEWOMAN,"Pray God it be, sir.",it,GENTLEWOMAN,neutral,7
5,1,DOCTOR,"This disease is beyond my practice: yet I have known those which have walked in their sleep, who have died holily in the",their,DOCTOR,neutral,7
5,1,DOCTOR,"This disease is beyond my practice: yet I have known those which have walked in their sleep, who have died holily in the",their,DOCTOR,neutral,7
5,1,LADY MACBETH,"I tell you yet again, Banquo's buried; he cannot come out on's grave.",he,Banquo,male,7
5,1,DOCTOR,Will she go now to bed?,she,DOCTOR,unknown,7
5,1,DOCTOR,Unnatural deeds Do breed unnatural troubles: infected minds To their deaf pillows will discharge their secrets.,their,DOCTOR,neutral,7
5,1,DOCTOR,Unnatural deeds Do breed unnatural troubles: infected minds To their deaf pillows will discharge their secrets.,their,DOCTOR,neutral,7
5,1,DOCTOR,More needs she the divine than the physician.—,she,DOCTOR,unknown,7
5,1,DOCTOR,"Look after her; Remove from her the means of all annoyance, And still keep eyes upon her.",her,DOCTOR,unknown,7
5,1,DOCTOR,"Look after her; Remove from her the means of all annoyance, And still keep eyes upon her.",her,DOCTOR,unknown,7
5,1,DOCTOR,"Look after her; Remove from her the means of all annoyance, And still keep eyes upon her.",her,DOCTOR,unknown,7
5,1,DOCTOR,"My mind she has mated, and amaz'd my sight.",she,DOCTOR,unknown,7
5,2,MENTEITH,"The English power is near, led on by Malcolm, His uncle Siward, and the good Macduff.",His,Macduff,male,4
5,2,MENTEITH,Revenges burn in them; for their dear causes Would to the bleeding and the grim alarm Excite the mortified man.,them,Revenges,neutral,6
5,2,MENTEITH,Revenges burn in them; for their dear causes Would to the bleeding and the grim alarm Excite the mortified man.,their,Revenges,neutral,6
5,2,ANGUS,Near Birnam wood Shall we well meet them.,them,ANGUS,neutral,7
5,2,ANGUS,That way are they coming.,they,ANGUS,neutral,7
5,2,CAITHNESS,Who knows if Donalbain be with his brother?,his,Donalbain,male,7
5,2,LENNOX,"For certain, sir, he is not.",he,LENNOX,male,7
5,2,LENNOX,"I have a file Of all the gentry: there is Siward's son And many unrough youths, that even now Protest their first of man",their,Siward,neutral,7
5,2,CAITHNESS,Great Dunsinane he strongly fortifies.,he,CAITHNESS,male,7
5,2,CAITHNESS,"Some say he's mad; others, that lesser hate him, Do call it valiant fury: but, for certain, He cannot buckle his distemp",he,CAITHNESS,male,7
5,2,CAITHNESS,"Some say he's mad; others, that lesser hate him, Do call it valiant fury: but, for certain, He cannot buckle his distemp",him,CAITHNESS,male,7
5,2,CAITHNESS,"Some say he's mad; others, that lesser hate him, Do call it valiant fury: but, for certain, He cannot buckle his distemp",it,CAITHNESS,neutral,7
5,2,CAITHNESS,"Some say he's mad; others, that lesser hate him, Do call it valiant fury: but, for certain, He cannot buckle his distemp",He,CAITHNESS,male,7
5,2,CAITHNESS,"Some say he's mad; others, that lesser hate him, Do call it valiant fury: but, for certain, He cannot buckle his distemp",his,CAITHNESS,male,7
5,2,ANGUS,Now does he feel His secret murders sticking on his hands; Now minutely revolts upbraid his faith-breach; Those he comma,he,ANGUS,male,7
5,2,ANGUS,Now does he feel His secret murders sticking on his hands; Now minutely revolts upbraid his faith-breach; Those he comma,His,ANGUS,male,7
5,2,ANGUS,Now does he feel His secret murders sticking on his hands; Now minutely revolts upbraid his faith-breach; Those he comma,his,ANGUS,male,7
5,2,ANGUS,Now does he feel His secret murders sticking on his hands; Now minutely revolts upbraid his faith-breach; Those he comma,his,ANGUS,male,7
5,2,ANGUS,Now does he feel His secret murders sticking on his hands; Now minutely revolts upbraid his faith-breach; Those he comma,he,ANGUS,male,7
5,2,ANGUS,Now does he feel His secret murders sticking on his hands; Now minutely revolts upbraid his faith-breach; Those he comma,he,ANGUS,male,7
5,2,ANGUS,Now does he feel His secret murders sticking on his hands; Now minutely revolts upbraid his faith-breach; Those he comma,his,ANGUS,male,7
5,2,ANGUS,Now does he feel His secret murders sticking on his hands; Now minutely revolts upbraid his faith-breach; Those he comma,him,ANGUS,male,7
5,2,MENTEITH,"Who, then, shall blame His pester'd senses to recoil and start, When all that is within him does condemn Itself for bein",His,MENTEITH,male,7
5,2,MENTEITH,"Who, then, shall blame His pester'd senses to recoil and start, When all that is within him does condemn Itself for bein",him,MENTEITH,male,7
5,2,CAITHNESS,"Well, march we on, To give obedience where 'tis truly ow'd: Meet we the med'cine of the sickly weal; And with him pour w",him,CAITHNESS,male,7
5,2,LENNOX,"Or so much as it needs To dew the sovereign flower, and drown the weeds.",it,LENNOX,neutral,7
5,3,MACBETH,Bring me no more reports; let them fly all: Till Birnam wood remove to Dunsinane I cannot taint with fear.,them,MACBETH,neutral,1
5,3,MACBETH,Was he not born of woman?,he,MACBETH,male,5
5,3,MACBETH,"I have liv'd long enough: my way of life Is fall'n into the sere, the yellow leaf; And that which should accompany old a",their,MACBETH,neutral,7
5,3,MACBETH,I'll put it on.,it,MACBETH,neutral,7
5,3,DOCTOR,"Not so sick, my lord, As she is troubled with thick-coming fancies, That keep her from her rest.",she,DOCTOR,unknown,7
5,3,DOCTOR,"Not so sick, my lord, As she is troubled with thick-coming fancies, That keep her from her rest.",her,DOCTOR,unknown,7
5,3,DOCTOR,"Not so sick, my lord, As she is troubled with thick-coming fancies, That keep her from her rest.",her,DOCTOR,unknown,7
5,3,MACBETH,"Cure her of that: Canst thou not minister to a mind diseas'd, Pluck from the memory a rooted sorrow, Raze out the writte",her,Raze,unknown,7
5,3,DOCTOR,Therein the patient Must minister to himself.,himself,MACBETH,male,7
5,3,MACBETH,"Throw physic to the dogs, I'll none of it.",it,MACBETH,neutral,7
5,3,MACBETH,"— Come, sir, despatch.—If thou couldst, doctor, cast The water of my land, find her disease, And purge it to a sound and",her,MACBETH,unknown,7
5,3,MACBETH,"— Come, sir, despatch.—If thou couldst, doctor, cast The water of my land, find her disease, And purge it to a sound and",it,MACBETH,neutral,7
5,3,MACBETH,Hear'st thou of them?,them,Hear'st,neutral,7
5,3,MACBETH,Bring it after me.,it,MACBETH,neutral,7
5,4,MENTEITH,We doubt it nothing.,it,MENTEITH,neutral,3
