play,from_node,from_label,rel_type,to_node,to_label,extraction_source
A MIDSUMMER NIGHT'S DREAM,LYSANDER,PERSON,KNOWS,PEASEBLOSSOM,PERSON,knows_dialogue
A MIDSUMMER NIGHT'S DREAM,MUSTARDSEED,PERSON,KNOWS,OBERON,PERSON,knows_dialogue
A MIDSUMMER NIGHT'S DREAM,MUSTARDSEED,PERSON,KNOWS,THESEUS,PERSON,knows_dialogue
A MIDSUMMER NIGHT'S DREAM,OBERON,PERSON,KNOWS,PEASEBLOSSOM,PERSON,knows_dialogue
A MIDSUMMER NIGHT'S DREAM,OBERON,PERSON,KNOWS,THESEUS,PERSON,knows_dialogue
A MIDSUMMER NIGHT'S DREAM,PEASEBLOSSOM,PERSON,KNOWS,THESEUS,PERSON,knows_dialogue
A MIDSUMMER NIGHT'S DREAM,PUCK,PERSON,KNOWS,THESEUS,PERSON,knows_dialogue
A MIDSUMMER NIGHT'S DREAM,THESEUS,PERSON,KNOWS,TITANIA,PERSON,knows_dialogue
A MIDSUMMER NIGHT'S DREAM,BOTTOM,PERSON,KNOWS,PHILOSTRATE,PERSON,knows_dialogue
A MIDSUMMER NIGHT'S DREAM,DEMETRIUS,PERSON,KNOWS,PHILOSTRATE,PERSON,knows_dialogue
A MIDSUMMER NIGHT'S DREAM,DEMETRIUS,PERSON,KNOWS,PYRAMUS,PERSON,knows_dialogue
A MIDSUMMER NIGHT'S DREAM,HIPPOLYTA,PERSON,KNOWS,PHILOSTRATE,PERSON,knows_dialogue
A MIDSUMMER NIGHT'S DREAM,HIPPOLYTA,PERSON,KNOWS,PYRAMUS,PERSON,knows_dialogue
A MIDSUMMER NIGHT'S DREAM,LYSANDER,PERSON,KNOWS,PHILOSTRATE,PERSON,knows_dialogue
A MIDSUMMER NIGHT'S DREAM,LYSANDER,PERSON,KNOWS,PYRAMUS,PERSON,knows_dialogue
A MIDSUMMER NIGHT'S DREAM,OBERON,PERSON,KNOWS,PHILOSTRATE,PERSON,knows_dialogue
A MIDSUMMER NIGHT'S DREAM,OBERON,PERSON,KNOWS,PYRAMUS,PERSON,knows_dialogue
A MIDSUMMER NIGHT'S DREAM,PHILOSTRATE,PERSON,KNOWS,PUCK,PERSON,knows_dialogue
A MIDSUMMER NIGHT'S DREAM,PHILOSTRATE,PERSON,KNOWS,PYRAMUS,PERSON,knows_dialogue
A MIDSUMMER NIGHT'S DREAM,PHILOSTRATE,PERSON,KNOWS,THESEUS,PERSON,knows_dialogue
A MIDSUMMER NIGHT'S DREAM,PHILOSTRATE,PERSON,KNOWS,TITANIA,PERSON,knows_dialogue
A MIDSUMMER NIGHT'S DREAM,PYRAMUS,PERSON,KNOWS,THESEUS,PERSON,knows_dialogue
