play,act,scene,speaker,sentence,pronoun,resolved_to,gender_group,window_size_used
A MIDSUMMER NIGHT'S DREAM,3,2,PUCK,"When they him spy, As wild geese that the creeping fowler eye, Or russet-pated choughs, many in sort, Rising and cawing ",He,PUCK,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,PUCK,"Their sense thus weak, lost with their fears, thus strong, Made senseless things begin to do them wrong; For briers and ",Their,PUCK,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,PUCK,"Their sense thus weak, lost with their fears, thus strong, Made senseless things begin to do them wrong; For briers and ",their,PUCK,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,PUCK,"Their sense thus weak, lost with their fears, thus strong, Made senseless things begin to do them wrong; For briers and ",them,PUCK,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,PUCK,"Their sense thus weak, lost with their fears, thus strong, Made senseless things begin to do them wrong; For briers and ",their,PUCK,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,PUCK,"I led them on in this distracted fear, And left sweet Pyramus translated there.",them,Pyramus,neutral,7
A MIDSUMMER NIGHT'S DREAM,3,2,PUCK,"When in that moment, so it came to pass, Titania wak'd, and straightway lov'd an ass.",it,PUCK,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,PUCK,"I took him sleeping—that is finish'd too— And the Athenian woman by his side, That, when he wak'd, of force she must be ",him,PUCK,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,PUCK,"I took him sleeping—that is finish'd too— And the Athenian woman by his side, That, when he wak'd, of force she must be ",his,PUCK,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,PUCK,"I took him sleeping—that is finish'd too— And the Athenian woman by his side, That, when he wak'd, of force she must be ",he,PUCK,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,PUCK,"I took him sleeping—that is finish'd too— And the Athenian woman by his side, That, when he wak'd, of force she must be ",she,PUCK,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,DEMETRIUS,O why rebuke you him that loves you so?,him,DEMETRIUS,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,HERMIA,"If thou hast slain Lysander in his sleep, Being o'er shoes in blood, plunge in the deep, And kill me too.",his,Lysander,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,HERMIA,The sun was not so true unto the day As he to me.,he,Lysander,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,HERMIA,Would he have stol'n away From sleeping Hermia?,he,Lysander,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,HERMIA,so displease Her brother's noontide with th' Antipodes.,Her,HERMIA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,HERMIA,It cannot be but thou hast murder'd him.,It,HERMIA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,HERMIA,It cannot be but thou hast murder'd him.,him,Lysander,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,DEMETRIUS,"Yet you, the murderer, look as bright, as clear, As yonder Venus in her glimmering sphere.",her,HERMIA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,HERMIA,Where is he?,he,Lysander,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,HERMIA,"Ah, good Demetrius, wilt thou give him me?",him,Lysander,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,DEMETRIUS,I had rather give his carcass to my hounds.,his,DEMETRIUS,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,HERMIA,"Hast thou slain him, then?",him,DEMETRIUS,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,HERMIA,"Durst thou have look'd upon him, being awake, And hast thou kill'd him sleeping?",him,DEMETRIUS,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,HERMIA,"Durst thou have look'd upon him, being awake, And hast thou kill'd him sleeping?",him,DEMETRIUS,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,HERMIA,"An adder did it; for with doubler tongue Than thine, thou serpent, never adder stung.",it,HERMIA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,DEMETRIUS,"You spend your passion on a mispris'd mood: I am not guilty of Lysander's blood; Nor is he dead, for aught that I can te",he,Lysander,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,HERMIA,"I pray thee, tell me then that he is well.",he,Lysander,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,HERMIA,"And from thy hated presence part I so: See me no more, whether he be dead or no.",he,DEMETRIUS,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,DEMETRIUS,There is no following her in this fierce vein.,her,HERMIA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,DEMETRIUS,So sorrow's heaviness doth heavier grow For debt that bankrupt sleep doth sorrow owe; Which now in some slight measure i,it,DEMETRIUS,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,DEMETRIUS,So sorrow's heaviness doth heavier grow For debt that bankrupt sleep doth sorrow owe; Which now in some slight measure i,his,DEMETRIUS,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,OBERON,"All fancy-sick she is, and pale of cheer With sighs of love, that costs the fresh blood dear.",she,HERMIA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,OBERON,By some illusion see thou bring her here; I'll charm his eyes against she do appear.,her,HERMIA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,OBERON,By some illusion see thou bring her here; I'll charm his eyes against she do appear.,his,OBERON,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,OBERON,By some illusion see thou bring her here; I'll charm his eyes against she do appear.,she,HERMIA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,OBERON,"Flower of this purple dye, Hit with Cupid's archery, Sink in apple of his eye.",his,OBERON,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,OBERON,"When his love he doth espy, Let her shine as gloriously As the Venus of the sky.",his,OBERON,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,OBERON,"When his love he doth espy, Let her shine as gloriously As the Venus of the sky.",he,OBERON,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,OBERON,"When his love he doth espy, Let her shine as gloriously As the Venus of the sky.",her,HERMIA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,OBERON,"— When thou wak'st, if she be by, Beg of her for remedy.",she,HERMIA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,OBERON,"— When thou wak'st, if she be by, Beg of her for remedy.",her,HERMIA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,PUCK,Shall we their fond pageant see?,their,PUCK,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,OBERON,The noise they make Will cause Demetrius to awake.,they,Demetrius,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,LYSANDER,"Look when I vow, I weep; and vows so born, In their nativity all truth appears.",their,LYSANDER,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,LYSANDER,"How can these things in me seem scorn to you, Bearing the badge of faith, to prove them true?",them,LYSANDER,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,HELENA,These vows are Hermia's: will you give her o'er?,her,Hermia,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,HELENA,"Weigh oath with oath, and you will nothing weigh: Your vows to her and me, put in two scales, Will even weigh; and both ",her,HELENA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,LYSANDER,I had no judgment when to her I swore.,her,HELENA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,HELENA,"Nor none, in my mind, now you give her o'er.",her,HELENA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,LYSANDER,"Demetrius loves her, and he loves not you.",her,HELENA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,LYSANDER,"Demetrius loves her, and he loves not you.",he,LYSANDER,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,DEMETRIUS,"If e'er I lov'd her, all that love is gone.",her,Hermia,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,DEMETRIUS,"My heart to her but as guest-wise sojourn'd; And now to Helen is it home return'd, There to remain.",her,Hermia,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,DEMETRIUS,"My heart to her but as guest-wise sojourn'd; And now to Helen is it home return'd, There to remain.",it,Helen,neutral,7
A MIDSUMMER NIGHT'S DREAM,3,2,LYSANDER,"Helen, it is not so.",it,Helen,neutral,7
A MIDSUMMER NIGHT'S DREAM,3,2,DEMETRIUS,"Disparage not the faith thou dost not know, Lest to thy peril thou aby it dear.",it,Lest,neutral,7
A MIDSUMMER NIGHT'S DREAM,3,2,HERMIA,"Dark night, that from the eye his function takes, The ear more quick of apprehension makes;",his,DEMETRIUS,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,HERMIA,"Wherein it doth impair the seeing sense, It pays the hearing double recompense.",it,HERMIA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,HERMIA,"Wherein it doth impair the seeing sense, It pays the hearing double recompense.",It,HERMIA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,HERMIA,"Thou art not by mine eye, Lysander, found; Mine ear, I thank it, brought me to thy sound.",it,Lysander,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,LYSANDER,Why should he stay whom love doth press to go?,he,LYSANDER,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,LYSANDER,"Lysander's love, that would not let him bide, Fair Helena, who more engilds the night Than all yon fiery oes and eyes of",him,Lysander,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,HERMIA,You speak not as you think; it cannot be.,it,HERMIA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,HELENA,"Lo, she is one of this confederacy!",she,HELENA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,HELENA,Now I perceive they have conjoin'd all three To fashion this false sport in spite of me.,they,HELENA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,HELENA,"It is not friendly, 'tis not maidenly.",It,HELENA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,HELENA,"Our sex, as well as I, may chide you for it, Though I alone do feel the injury.",it,HELENA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,HERMIA,I am amazèd at your passionate words: I scorn you not; it seems that you scorn me.,it,amazèd,neutral,7
A MIDSUMMER NIGHT'S DREAM,3,2,HELENA,"And made your other love, Demetrius, Who even but now did spurn me with his foot, To call me goddess, nymph, divine and ",his,Demetrius,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,HELENA,Wherefore speaks he this To her he hates?,he,Demetrius,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,HELENA,Wherefore speaks he this To her he hates?,her,HELENA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,HELENA,Wherefore speaks he this To her he hates?,he,Demetrius,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,HELENA,"And wherefore doth Lysander Deny your love, so rich within his soul, And tender me, forsooth, affection, But by your set",his,Lysander,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,HERMIA,"Sweet, do not scorn her so.",her,HERMIA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,DEMETRIUS,"If she cannot entreat, I can compel.",she,HERMIA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,LYSANDER,Thou canst compel no more than she entreat; Thy threats have no more strength than her weak prayers.,she,HERMIA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,LYSANDER,Thou canst compel no more than she entreat; Thy threats have no more strength than her weak prayers.,her,HERMIA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,LYSANDER,"Helen, I love thee, by my life I do; I swear by that which I will lose for thee To prove him false that says I love thee",him,LYSANDER,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,DEMETRIUS,I say I love thee more than he can do.,he,DEMETRIUS,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,LYSANDER,"If thou say so, withdraw, and prove it too.",it,LYSANDER,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,DEMETRIUS,He will Seem to break loose.,He,DEMETRIUS,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,LYSANDER,"What, should I hurt her, strike her, kill her dead?",her,HELENA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,LYSANDER,"What, should I hurt her, strike her, kill her dead?",her,HELENA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,LYSANDER,"What, should I hurt her, strike her, kill her dead?",her,HELENA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,LYSANDER,"Although I hate her, I'll not harm her so.",her,HELENA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,LYSANDER,"Although I hate her, I'll not harm her so.",her,HELENA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,HERMIA,What! have you come by night And stol'n my love's heart from him?,him,LYSANDER,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,HERMIA,"Now I perceive that she hath made compare Between our statures; she hath urg'd her height; And with her personage, her t",she,HERMIA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,HERMIA,"Now I perceive that she hath made compare Between our statures; she hath urg'd her height; And with her personage, her t",she,HERMIA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,HERMIA,"Now I perceive that she hath made compare Between our statures; she hath urg'd her height; And with her personage, her t",her,HERMIA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,HERMIA,"Now I perceive that she hath made compare Between our statures; she hath urg'd her height; And with her personage, her t",her,HERMIA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,HERMIA,"Now I perceive that she hath made compare Between our statures; she hath urg'd her height; And with her personage, her t",her,HERMIA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,HERMIA,"Now I perceive that she hath made compare Between our statures; she hath urg'd her height; And with her personage, her t",Her,HERMIA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,HERMIA,"Now I perceive that she hath made compare Between our statures; she hath urg'd her height; And with her personage, her t",she,HERMIA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,HERMIA,"Now I perceive that she hath made compare Between our statures; she hath urg'd her height; And with her personage, her t",him,LYSANDER,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,HERMIA,And are you grown so high in his esteem Because I am so dwarfish and so low?,his,LYSANDER,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,HELENA,"I pray you, though you mock me, gentlemen, Let her not hurt me.",her,HELENA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,HELENA,I was never curst; I have no gift at all in shrewishness; I am a right maid for my cowardice; Let her not strike me.,her,HELENA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,HELENA,"You perhaps may think, Because she is something lower than myself, That I can match her.",she,HELENA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,HELENA,"You perhaps may think, Because she is something lower than myself, That I can match her.",her,HELENA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,HELENA,"I evermore did love you, Hermia, Did ever keep your counsels, never wrong'd you, Save that, in love unto Demetrius, I to",him,Demetrius,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,HELENA,"He follow'd you; for love I follow'd him; But he hath chid me hence, and threaten'd me To strike me, spurn me, nay, to k",He,Demetrius,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,HELENA,"He follow'd you; for love I follow'd him; But he hath chid me hence, and threaten'd me To strike me, spurn me, nay, to k",him,Demetrius,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,HELENA,"He follow'd you; for love I follow'd him; But he hath chid me hence, and threaten'd me To strike me, spurn me, nay, to k",he,Demetrius,male,7
A MIDSUMMER NIGHT'S DREAM,3,2,LYSANDER,"Be not afraid; she shall not harm thee, Helena.",she,HELENA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,DEMETRIUS,"No, sir, she shall not, though you take her part.",she,HELENA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,DEMETRIUS,"No, sir, she shall not, though you take her part.",her,HELENA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,HELENA,"O, when she's angry, she is keen and shrewd.",she,HELENA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,HELENA,"O, when she's angry, she is keen and shrewd.",she,HELENA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,HELENA,"She was a vixen when she went to school, And though she be but little, she is fierce.",She,HELENA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,HELENA,"She was a vixen when she went to school, And though she be but little, she is fierce.",she,HELENA,female,7
A MIDSUMMER NIGHT'S DREAM,3,2,HELENA,"She was a vixen when she went to school, And though she be but little, she is fierce.",she,HELENA,female,7
